score	n	ineditismo	poder	familias	datasets_sugeridos
0.833	4	0.83	5475	fiscalizacao_ambiental+mobilidade+politica+vigilancia_sinan	br_ibama_autos, br_mobilidados_indicadores, br_tse_eleicoes, br_ms_sinan_violencia
0.833	4	0.83	5475	fiscalizacao_ambiental+mobilidade+saneamento_agua+transferencia_renda	br_ibama_autos, br_mobilidados_indicadores, br_ana_outorgas, br_mc_indicadores
0.833	4	0.83	5475	fiscalizacao_ambiental+mobilidade+saneamento_agua+vigilancia_sinan	br_ibama_autos, br_mobilidados_indicadores, br_ana_outorgas, br_ms_sinan_violencia
0.833	4	0.83	5419	agropecuaria+compras_publicas+conectividade+mobilidade	br_ibge_ppm, br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_mobilidados_indicadores
0.833	4	0.83	5419	agropecuaria+compras_publicas+educacao+mobilidade	br_ibge_ppm, br_cgu_emendas_parlamentares, br_inep_saeb, br_mobilidados_indicadores
0.833	4	0.83	5419	agropecuaria+compras_publicas+mobilidade+politica	br_ibge_ppm, br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_tse_eleicoes
0.833	4	0.83	5419	agropecuaria+compras_publicas+mobilidade+saude_producao	br_ibge_ppm, br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_ms_cnes
0.833	4	0.83	5419	agropecuaria+compras_publicas+politica+vigilancia_sinan	br_ibge_ppm, br_cgu_emendas_parlamentares, br_tse_eleicoes, br_ms_sinan_violencia
0.833	4	0.83	5419	compras_publicas+fiscal_municipal+mobilidade+vigilancia_sinan	br_cgu_emendas_parlamentares, br_rf_arrecadacao, br_mobilidados_indicadores, br_ms_sinan_violencia
0.833	4	0.83	5419	compras_publicas+fiscalizacao_ambiental+mobilidade+vigilancia_sinan	br_cgu_emendas_parlamentares, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinan_violencia
0.833	4	0.83	5419	compras_publicas+fundiario+mobilidade+vigilancia_sinan	br_cgu_emendas_parlamentares, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinan_violencia
0.833	4	0.83	5419	compras_publicas+mobilidade+politica+vigilancia_sinan	br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_tse_eleicoes, br_ms_sinan_violencia
0.797	2	1.00	3985	agropecuaria+mineracao_energia	br_ibge_ppm, br_anm
0.797	2	1.00	3985	mineracao_energia+saneamento_agua	br_anm, br_ana_outorgas
0.782	4	0.83	4691	agropecuaria+compras_publicas+mobilidade+natalidade	br_ibge_ppm, br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	agropecuaria+conectividade+fundiario+natalidade	br_ibge_ppm, br_anatel_banda_larga_fixa, br_sfb_sicar, br_ms_sinasc
0.782	4	0.83	4691	agropecuaria+credito_financeiro+mobilidade+natalidade	br_ibge_ppm, br_bcb_sicor, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	agropecuaria+desmatamento_clima+mobilidade+natalidade	br_ibge_ppm, br_inpe_sisam, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	agropecuaria+educacao+mobilidade+natalidade	br_ibge_ppm, br_inep_saeb, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	agropecuaria+fiscalizacao_ambiental+mobilidade+natalidade	br_ibge_ppm, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	agropecuaria+fundiario+mobilidade+natalidade	br_ibge_ppm, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	agropecuaria+mobilidade+natalidade+politica	br_ibge_ppm, br_mobilidados_indicadores, br_ms_sinasc, br_tse_eleicoes
0.782	4	0.83	4691	agropecuaria+mobilidade+natalidade+saude_producao	br_ibge_ppm, br_mobilidados_indicadores, br_ms_sinasc, br_ms_cnes
0.782	4	0.83	4691	agropecuaria+mobilidade+natalidade+vigilancia_sinan	br_ibge_ppm, br_mobilidados_indicadores, br_ms_sinasc, br_ms_sinan_violencia
0.782	4	0.83	4691	conectividade+credito_financeiro+mobilidade+natalidade	br_anatel_banda_larga_fixa, br_bcb_sicor, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	conectividade+desmatamento_clima+mobilidade+natalidade	br_anatel_banda_larga_fixa, br_inpe_sisam, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	conectividade+fiscalizacao_ambiental+mobilidade+natalidade	br_anatel_banda_larga_fixa, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	credito_financeiro+desmatamento_clima+mobilidade+natalidade	br_bcb_sicor, br_inpe_sisam, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	credito_financeiro+fiscalizacao_ambiental+mobilidade+natalidade	br_bcb_sicor, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	credito_financeiro+fundiario+mobilidade+natalidade	br_bcb_sicor, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	credito_financeiro+mobilidade+natalidade+politica	br_bcb_sicor, br_mobilidados_indicadores, br_ms_sinasc, br_tse_eleicoes
0.782	4	0.83	4691	credito_financeiro+mobilidade+natalidade+saneamento_agua	br_bcb_sicor, br_mobilidados_indicadores, br_ms_sinasc, br_ana_outorgas
0.782	4	0.83	4691	desmatamento_clima+educacao+mobilidade+natalidade	br_inpe_sisam, br_inep_saeb, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	desmatamento_clima+fiscal_municipal+mobilidade+natalidade	br_inpe_sisam, br_rf_arrecadacao, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	desmatamento_clima+fiscalizacao_ambiental+mobilidade+natalidade	br_inpe_sisam, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	desmatamento_clima+fundiario+mobilidade+natalidade	br_inpe_sisam, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	desmatamento_clima+mobilidade+natalidade+politica	br_inpe_sisam, br_mobilidados_indicadores, br_ms_sinasc, br_tse_eleicoes
0.782	4	0.83	4691	desmatamento_clima+mobilidade+natalidade+transferencia_renda	br_inpe_sisam, br_mobilidados_indicadores, br_ms_sinasc, br_mc_indicadores
0.782	4	0.83	4691	educacao+fiscalizacao_ambiental+mobilidade+natalidade	br_inep_saeb, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	educacao+fundiario+mobilidade+natalidade	br_inep_saeb, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	fiscal_municipal+fiscalizacao_ambiental+mobilidade+natalidade	br_rf_arrecadacao, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	fiscal_municipal+fundiario+mobilidade+natalidade	br_rf_arrecadacao, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	fiscalizacao_ambiental+fundiario+mobilidade+natalidade	br_ibama_autos, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc
0.782	4	0.83	4691	fiscalizacao_ambiental+mobilidade+natalidade+saneamento_agua	br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc, br_ana_outorgas
0.782	4	0.83	4691	fiscalizacao_ambiental+mobilidade+natalidade+vigilancia_sinan	br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc, br_ms_sinan_violencia
0.782	4	0.83	4691	fundiario+mobilidade+natalidade+politica	br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc, br_tse_eleicoes
0.782	4	0.83	4691	fundiario+mobilidade+natalidade+saneamento_agua	br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc, br_ana_outorgas
0.782	4	0.83	4691	fundiario+mobilidade+natalidade+transferencia_renda	br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc, br_mc_indicadores
0.782	4	0.83	4691	fundiario+mobilidade+natalidade+vigilancia_sinan	br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc, br_ms_sinan_violencia
0.667	3	0.67	5572	desmatamento_clima+educacao+saneamento_agua	br_inpe_sisam, br_inep_saeb, br_ana_outorgas
0.667	3	0.67	5570	desmatamento_clima+educacao+fiscal_municipal	br_inpe_sisam, br_inep_saeb, br_rf_arrecadacao
0.667	3	0.67	5570	desmatamento_clima+educacao+politica	br_inpe_sisam, br_inep_saeb, br_tse_eleicoes
0.667	3	0.67	5570	desmatamento_clima+educacao+transferencia_renda	br_inpe_sisam, br_inep_saeb, br_mc_indicadores
0.667	3	0.67	5570	desmatamento_clima+fiscal_municipal+politica	br_inpe_sisam, br_rf_arrecadacao, br_tse_eleicoes
0.667	3	0.67	5570	desmatamento_clima+fiscal_municipal+transferencia_renda	br_inpe_sisam, br_rf_arrecadacao, br_mc_indicadores
0.667	3	0.67	5570	desmatamento_clima+politica+saneamento_agua	br_inpe_sisam, br_tse_eleicoes, br_ana_outorgas
0.667	3	0.67	5570	desmatamento_clima+politica+transferencia_renda	br_inpe_sisam, br_tse_eleicoes, br_mc_indicadores
0.667	3	0.67	5570	desmatamento_clima+saneamento_agua+transferencia_renda	br_inpe_sisam, br_ana_outorgas, br_mc_indicadores
0.667	3	0.67	5570	educacao+politica+saneamento_agua	br_inep_saeb, br_tse_eleicoes, br_ana_outorgas
0.667	3	0.67	5570	educacao+saneamento_agua+transferencia_renda	br_inep_saeb, br_ana_outorgas, br_mc_indicadores
0.667	3	0.67	5570	politica+saneamento_agua+transferencia_renda	br_tse_eleicoes, br_ana_outorgas, br_mc_indicadores
0.667	4	0.67	5570	desmatamento_clima+educacao+politica+saneamento_agua	br_inpe_sisam, br_inep_saeb, br_tse_eleicoes, br_ana_outorgas
0.667	4	0.67	5570	desmatamento_clima+educacao+saneamento_agua+transferencia_renda	br_inpe_sisam, br_inep_saeb, br_ana_outorgas, br_mc_indicadores
0.667	4	0.67	5570	desmatamento_clima+politica+saneamento_agua+transferencia_renda	br_inpe_sisam, br_tse_eleicoes, br_ana_outorgas, br_mc_indicadores
0.667	3	0.67	5567	agropecuaria+conectividade+demografia_censo	br_ibge_ppm, br_anatel_banda_larga_fixa, br_ibge_censo2022_raca
0.667	3	0.67	5567	agropecuaria+conectividade+educacao	br_ibge_ppm, br_anatel_banda_larga_fixa, br_inep_saeb
0.667	3	0.67	5567	agropecuaria+conectividade+politica	br_ibge_ppm, br_anatel_banda_larga_fixa, br_tse_eleicoes
0.667	3	0.67	5567	agropecuaria+conectividade+saude_producao	br_ibge_ppm, br_anatel_banda_larga_fixa, br_ms_cnes
0.667	3	0.67	5567	agropecuaria+demografia_censo+educacao	br_ibge_ppm, br_ibge_censo2022_raca, br_inep_saeb
0.667	3	0.67	5567	agropecuaria+demografia_censo+politica	br_ibge_ppm, br_ibge_censo2022_raca, br_tse_eleicoes
0.667	3	0.67	5567	agropecuaria+demografia_censo+saude_producao	br_ibge_ppm, br_ibge_censo2022_raca, br_ms_cnes
0.667	3	0.67	5567	agropecuaria+desmatamento_clima+educacao	br_ibge_ppm, br_inpe_sisam, br_inep_saeb
0.667	3	0.67	5567	agropecuaria+desmatamento_clima+politica	br_ibge_ppm, br_inpe_sisam, br_tse_eleicoes
0.667	3	0.67	5567	agropecuaria+educacao+politica	br_ibge_ppm, br_inep_saeb, br_tse_eleicoes
0.667	3	0.67	5567	agropecuaria+educacao+saneamento_agua	br_ibge_ppm, br_inep_saeb, br_ana_outorgas
0.667	3	0.67	5567	agropecuaria+educacao+saude_producao	br_ibge_ppm, br_inep_saeb, br_ms_cnes
0.667	3	0.67	5567	agropecuaria+politica+saneamento_agua	br_ibge_ppm, br_tse_eleicoes, br_ana_outorgas
0.667	3	0.67	5567	agropecuaria+politica+saude_producao	br_ibge_ppm, br_tse_eleicoes, br_ms_cnes
0.667	4	0.67	5567	agropecuaria+desmatamento_clima+educacao+politica	br_ibge_ppm, br_inpe_sisam, br_inep_saeb, br_tse_eleicoes
0.667	4	0.67	5567	agropecuaria+educacao+politica+saneamento_agua	br_ibge_ppm, br_inep_saeb, br_tse_eleicoes, br_ana_outorgas
0.667	3	0.67	5559	agropecuaria+conectividade+fundiario	br_ibge_ppm, br_anatel_banda_larga_fixa, br_sfb_sicar
0.667	3	0.67	5559	agropecuaria+educacao+fundiario	br_ibge_ppm, br_inep_saeb, br_sfb_sicar
0.667	3	0.67	5559	agropecuaria+fundiario+politica	br_ibge_ppm, br_sfb_sicar, br_tse_eleicoes
0.667	3	0.67	5559	conectividade+educacao+fundiario	br_anatel_banda_larga_fixa, br_inep_saeb, br_sfb_sicar
0.667	3	0.67	5559	conectividade+fiscal_municipal+fundiario	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_sfb_sicar
0.667	3	0.67	5559	conectividade+fundiario+mortalidade	br_anatel_banda_larga_fixa, br_sfb_sicar, br_ms_sim
0.667	3	0.67	5559	conectividade+fundiario+politica	br_anatel_banda_larga_fixa, br_sfb_sicar, br_tse_eleicoes
0.667	3	0.67	5559	conectividade+fundiario+saneamento_agua	br_anatel_banda_larga_fixa, br_sfb_sicar, br_ana_outorgas
0.667	3	0.67	5559	conectividade+fundiario+transferencia_renda	br_anatel_banda_larga_fixa, br_sfb_sicar, br_mc_indicadores
0.667	3	0.67	5559	desmatamento_clima+educacao+fundiario	br_inpe_sisam, br_inep_saeb, br_sfb_sicar
0.667	3	0.67	5559	desmatamento_clima+fiscal_municipal+fundiario	br_inpe_sisam, br_rf_arrecadacao, br_sfb_sicar
0.667	3	0.67	5559	desmatamento_clima+fundiario+politica	br_inpe_sisam, br_sfb_sicar, br_tse_eleicoes
0.667	3	0.67	5559	desmatamento_clima+fundiario+transferencia_renda	br_inpe_sisam, br_sfb_sicar, br_mc_indicadores
0.667	3	0.67	5559	educacao+fiscal_municipal+fundiario	br_inep_saeb, br_rf_arrecadacao, br_sfb_sicar
0.667	3	0.67	5559	educacao+fundiario+mortalidade	br_inep_saeb, br_sfb_sicar, br_ms_sim
0.667	3	0.67	5559	educacao+fundiario+politica	br_inep_saeb, br_sfb_sicar, br_tse_eleicoes
0.667	3	0.67	5559	educacao+fundiario+transferencia_renda	br_inep_saeb, br_sfb_sicar, br_mc_indicadores
0.667	3	0.67	5559	fiscal_municipal+fundiario+mortalidade	br_rf_arrecadacao, br_sfb_sicar, br_ms_sim
0.667	3	0.67	5559	fiscal_municipal+fundiario+politica	br_rf_arrecadacao, br_sfb_sicar, br_tse_eleicoes
0.667	3	0.67	5559	fiscal_municipal+fundiario+saneamento_agua	br_rf_arrecadacao, br_sfb_sicar, br_ana_outorgas
0.667	3	0.67	5559	fiscal_municipal+fundiario+transferencia_renda	br_rf_arrecadacao, br_sfb_sicar, br_mc_indicadores
0.667	3	0.67	5559	fundiario+mortalidade+politica	br_sfb_sicar, br_ms_sim, br_tse_eleicoes
0.667	3	0.67	5559	fundiario+mortalidade+saneamento_agua	br_sfb_sicar, br_ms_sim, br_ana_outorgas
0.667	3	0.67	5559	fundiario+mortalidade+transferencia_renda	br_sfb_sicar, br_ms_sim, br_mc_indicadores
0.667	3	0.67	5559	fundiario+politica+transferencia_renda	br_sfb_sicar, br_tse_eleicoes, br_mc_indicadores
0.667	4	0.67	5559	agropecuaria+conectividade+educacao+fundiario	br_ibge_ppm, br_anatel_banda_larga_fixa, br_inep_saeb, br_sfb_sicar
0.667	4	0.67	5559	agropecuaria+conectividade+fundiario+politica	br_ibge_ppm, br_anatel_banda_larga_fixa, br_sfb_sicar, br_tse_eleicoes
0.667	4	0.67	5559	agropecuaria+educacao+fundiario+politica	br_ibge_ppm, br_inep_saeb, br_sfb_sicar, br_tse_eleicoes
0.667	4	0.67	5559	agropecuaria+educacao+fundiario+saneamento_agua	br_ibge_ppm, br_inep_saeb, br_sfb_sicar, br_ana_outorgas
0.667	4	0.67	5559	agropecuaria+fundiario+politica+saneamento_agua	br_ibge_ppm, br_sfb_sicar, br_tse_eleicoes, br_ana_outorgas
0.667	4	0.67	5559	conectividade+educacao+fundiario+saneamento_agua	br_anatel_banda_larga_fixa, br_inep_saeb, br_sfb_sicar, br_ana_outorgas
0.667	4	0.67	5559	conectividade+fundiario+politica+saneamento_agua	br_anatel_banda_larga_fixa, br_sfb_sicar, br_tse_eleicoes, br_ana_outorgas
0.667	4	0.67	5559	conectividade+fundiario+saneamento_agua+transferencia_renda	br_anatel_banda_larga_fixa, br_sfb_sicar, br_ana_outorgas, br_mc_indicadores
0.667	4	0.67	5559	desmatamento_clima+educacao+fiscal_municipal+fundiario	br_inpe_sisam, br_inep_saeb, br_rf_arrecadacao, br_sfb_sicar
0.667	4	0.67	5559	desmatamento_clima+educacao+fundiario+politica	br_inpe_sisam, br_inep_saeb, br_sfb_sicar, br_tse_eleicoes
0.667	4	0.67	5559	desmatamento_clima+educacao+fundiario+saneamento_agua	br_inpe_sisam, br_inep_saeb, br_sfb_sicar, br_ana_outorgas
0.667	4	0.67	5559	desmatamento_clima+educacao+fundiario+transferencia_renda	br_inpe_sisam, br_inep_saeb, br_sfb_sicar, br_mc_indicadores
0.667	4	0.67	5559	desmatamento_clima+fiscal_municipal+fundiario+politica	br_inpe_sisam, br_rf_arrecadacao, br_sfb_sicar, br_tse_eleicoes
0.667	4	0.67	5559	desmatamento_clima+fiscal_municipal+fundiario+transferencia_renda	br_inpe_sisam, br_rf_arrecadacao, br_sfb_sicar, br_mc_indicadores
0.667	4	0.67	5559	desmatamento_clima+fundiario+politica+saneamento_agua	br_inpe_sisam, br_sfb_sicar, br_tse_eleicoes, br_ana_outorgas
0.667	4	0.67	5559	desmatamento_clima+fundiario+politica+transferencia_renda	br_inpe_sisam, br_sfb_sicar, br_tse_eleicoes, br_mc_indicadores
0.667	4	0.67	5559	desmatamento_clima+fundiario+saneamento_agua+transferencia_renda	br_inpe_sisam, br_sfb_sicar, br_ana_outorgas, br_mc_indicadores
0.667	4	0.67	5559	educacao+fiscal_municipal+fundiario+saneamento_agua	br_inep_saeb, br_rf_arrecadacao, br_sfb_sicar, br_ana_outorgas
0.667	4	0.67	5559	educacao+fundiario+mortalidade+saneamento_agua	br_inep_saeb, br_sfb_sicar, br_ms_sim, br_ana_outorgas
0.667	4	0.67	5559	fiscal_municipal+fundiario+politica+saneamento_agua	br_rf_arrecadacao, br_sfb_sicar, br_tse_eleicoes, br_ana_outorgas
0.667	4	0.67	5559	fiscal_municipal+fundiario+saneamento_agua+transferencia_renda	br_rf_arrecadacao, br_sfb_sicar, br_ana_outorgas, br_mc_indicadores
0.667	4	0.67	5559	fundiario+mortalidade+politica+saneamento_agua	br_sfb_sicar, br_ms_sim, br_tse_eleicoes, br_ana_outorgas
0.667	4	0.67	5559	fundiario+mortalidade+saneamento_agua+transferencia_renda	br_sfb_sicar, br_ms_sim, br_ana_outorgas, br_mc_indicadores
0.667	3	0.67	5544	agropecuaria+demografia_censo+mobilidade	br_ibge_ppm, br_ibge_censo2022_raca, br_mobilidados_indicadores
0.667	3	0.67	5544	agropecuaria+desmatamento_clima+mobilidade	br_ibge_ppm, br_inpe_sisam, br_mobilidados_indicadores
0.667	3	0.67	5544	agropecuaria+fiscal_municipal+mobilidade	br_ibge_ppm, br_rf_arrecadacao, br_mobilidados_indicadores
0.667	3	0.67	5544	agropecuaria+fundiario+mobilidade	br_ibge_ppm, br_sfb_sicar, br_mobilidados_indicadores
0.667	3	0.67	5544	agropecuaria+mobilidade+saneamento_agua	br_ibge_ppm, br_mobilidados_indicadores, br_ana_outorgas
0.667	3	0.67	5544	agropecuaria+mobilidade+transferencia_renda	br_ibge_ppm, br_mobilidados_indicadores, br_mc_indicadores
0.667	3	0.67	5544	conectividade+desmatamento_clima+mobilidade	br_anatel_banda_larga_fixa, br_inpe_sisam, br_mobilidados_indicadores
0.667	3	0.67	5544	conectividade+educacao+mobilidade	br_anatel_banda_larga_fixa, br_inep_saeb, br_mobilidados_indicadores
0.667	3	0.67	5544	conectividade+fiscal_municipal+mobilidade	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_mobilidados_indicadores
0.667	3	0.67	5544	conectividade+mobilidade+politica	br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_tse_eleicoes
0.667	3	0.67	5544	conectividade+mobilidade+saneamento_agua	br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_ana_outorgas
0.667	3	0.67	5544	conectividade+mobilidade+saude_producao	br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_ms_cnes
0.667	3	0.67	5544	conectividade+mobilidade+transferencia_renda	br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_mc_indicadores
0.667	3	0.67	5544	desmatamento_clima+fundiario+mobilidade	br_inpe_sisam, br_sfb_sicar, br_mobilidados_indicadores
0.667	3	0.67	5544	desmatamento_clima+mobilidade+saneamento_agua	br_inpe_sisam, br_mobilidados_indicadores, br_ana_outorgas
0.667	3	0.67	5544	desmatamento_clima+mobilidade+saude_producao	br_inpe_sisam, br_mobilidados_indicadores, br_ms_cnes
0.667	3	0.67	5544	educacao+fiscal_municipal+mobilidade	br_inep_saeb, br_rf_arrecadacao, br_mobilidados_indicadores
0.667	3	0.67	5544	educacao+mobilidade+politica	br_inep_saeb, br_mobilidados_indicadores, br_tse_eleicoes
0.667	3	0.67	5544	educacao+mobilidade+saude_producao	br_inep_saeb, br_mobilidados_indicadores, br_ms_cnes
0.667	3	0.67	5544	educacao+mobilidade+transferencia_renda	br_inep_saeb, br_mobilidados_indicadores, br_mc_indicadores
0.667	3	0.67	5544	fiscal_municipal+mobilidade+politica	br_rf_arrecadacao, br_mobilidados_indicadores, br_tse_eleicoes
0.667	3	0.67	5544	fiscal_municipal+mobilidade+saneamento_agua	br_rf_arrecadacao, br_mobilidados_indicadores, br_ana_outorgas
0.667	3	0.67	5544	fiscal_municipal+mobilidade+saude_producao	br_rf_arrecadacao, br_mobilidados_indicadores, br_ms_cnes
0.667	3	0.67	5544	fiscal_municipal+mobilidade+transferencia_renda	br_rf_arrecadacao, br_mobilidados_indicadores, br_mc_indicadores
0.667	3	0.67	5544	fundiario+mobilidade+mortalidade	br_sfb_sicar, br_mobilidados_indicadores, br_ms_sim
0.667	3	0.67	5544	fundiario+mobilidade+saude_producao	br_sfb_sicar, br_mobilidados_indicadores, br_ms_cnes
0.667	3	0.67	5544	mobilidade+politica+saude_producao	br_mobilidados_indicadores, br_tse_eleicoes, br_ms_cnes
0.667	3	0.67	5544	mobilidade+politica+transferencia_renda	br_mobilidados_indicadores, br_tse_eleicoes, br_mc_indicadores
0.667	3	0.67	5544	mobilidade+saneamento_agua+saude_producao	br_mobilidados_indicadores, br_ana_outorgas, br_ms_cnes
0.667	3	0.67	5544	mobilidade+saude_producao+transferencia_renda	br_mobilidados_indicadores, br_ms_cnes, br_mc_indicadores
0.667	4	0.67	5544	agropecuaria+conectividade+demografia_censo+mobilidade	br_ibge_ppm, br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_mobilidados_indicadores
0.667	4	0.67	5544	agropecuaria+conectividade+desmatamento_clima+mobilidade	br_ibge_ppm, br_anatel_banda_larga_fixa, br_inpe_sisam, br_mobilidados_indicadores
0.667	4	0.67	5544	agropecuaria+conectividade+fiscal_municipal+mobilidade	br_ibge_ppm, br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_mobilidados_indicadores
0.667	4	0.67	5544	agropecuaria+conectividade+mobilidade+saneamento_agua	br_ibge_ppm, br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_ana_outorgas
0.667	4	0.67	5544	agropecuaria+conectividade+mobilidade+transferencia_renda	br_ibge_ppm, br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_mc_indicadores
0.667	4	0.67	5544	agropecuaria+demografia_censo+educacao+mobilidade	br_ibge_ppm, br_ibge_censo2022_raca, br_inep_saeb, br_mobilidados_indicadores
0.667	4	0.67	5544	agropecuaria+demografia_censo+mobilidade+politica	br_ibge_ppm, br_ibge_censo2022_raca, br_mobilidados_indicadores, br_tse_eleicoes
