score	n	ineditismo	poder	familias	datasets_sugeridos
0.221	4	0.33	3314	conectividade+fiscal_municipal+mortalidade+sancao_integridade	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	conectividade+fiscal_municipal+sancao_integridade+saneamento_agua	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	conectividade+fiscal_municipal+sancao_integridade+saude_producao	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	conectividade+fiscalizacao_ambiental+sancao_integridade+saude_producao	br_anatel_banda_larga_fixa, br_ibama_autos, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	conectividade+mineracao_energia+mortalidade+sancao_integridade	br_anatel_banda_larga_fixa, br_anm, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	conectividade+mineracao_energia+sancao_integridade+saude_producao	br_anatel_banda_larga_fixa, br_anm, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	conectividade+mineracao_energia+sancao_integridade+vigilancia_sinan	br_anatel_banda_larga_fixa, br_anm, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	conectividade+mortalidade+politica+sancao_integridade	br_anatel_banda_larga_fixa, br_ms_sim, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	conectividade+mortalidade+sancao_integridade+trabalho_empresa	br_anatel_banda_larga_fixa, br_ms_sim, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	conectividade+mortalidade+sancao_integridade+transferencia_renda	br_anatel_banda_larga_fixa, br_ms_sim, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	conectividade+politica+sancao_integridade+saude_producao	br_anatel_banda_larga_fixa, br_tse_eleicoes, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	conectividade+sancao_integridade+saneamento_agua+trabalho_empresa	br_anatel_banda_larga_fixa, br_tcu_inidoneos, br_ana_outorgas, br_me_cnpj
0.221	4	0.33	3314	conectividade+sancao_integridade+saude_producao+trabalho_empresa	br_anatel_banda_larga_fixa, br_tcu_inidoneos, br_ms_cnes, br_me_cnpj
0.221	4	0.33	3314	conectividade+sancao_integridade+saude_producao+transferencia_renda	br_anatel_banda_larga_fixa, br_tcu_inidoneos, br_ms_cnes, br_mc_indicadores
0.221	4	0.33	3314	conectividade+sancao_integridade+trabalho_empresa+vigilancia_sinan	br_anatel_banda_larga_fixa, br_tcu_inidoneos, br_me_cnpj, br_ms_sinan_violencia
0.221	4	0.33	3314	conectividade+sancao_integridade+transferencia_renda+vigilancia_sinan	br_anatel_banda_larga_fixa, br_tcu_inidoneos, br_mc_indicadores, br_ms_sinan_violencia
0.221	4	0.33	3314	credito_financeiro+demografia_censo+mobilidade+sancao_integridade	br_bcb_sicor, br_ibge_censo2022_raca, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+demografia_censo+mortalidade+sancao_integridade	br_bcb_sicor, br_ibge_censo2022_raca, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+demografia_censo+natalidade+sancao_integridade	br_bcb_sicor, br_ibge_censo2022_raca, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+demografia_censo+sancao_integridade+saneamento_agua	br_bcb_sicor, br_ibge_censo2022_raca, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	credito_financeiro+desmatamento_clima+mortalidade+sancao_integridade	br_bcb_sicor, br_inpe_sisam, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+desmatamento_clima+politica+sancao_integridade	br_bcb_sicor, br_inpe_sisam, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+desmatamento_clima+sancao_integridade+saneamento_agua	br_bcb_sicor, br_inpe_sisam, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	credito_financeiro+educacao+fundiario+sancao_integridade	br_bcb_sicor, br_inep_saeb, br_sfb_sicar, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+educacao+mortalidade+sancao_integridade	br_bcb_sicor, br_inep_saeb, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+educacao+natalidade+sancao_integridade	br_bcb_sicor, br_inep_saeb, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+fiscal_municipal+fundiario+sancao_integridade	br_bcb_sicor, br_rf_arrecadacao, br_sfb_sicar, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+fiscal_municipal+mortalidade+sancao_integridade	br_bcb_sicor, br_rf_arrecadacao, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+fiscal_municipal+natalidade+sancao_integridade	br_bcb_sicor, br_rf_arrecadacao, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+fiscal_municipal+sancao_integridade+saneamento_agua	br_bcb_sicor, br_rf_arrecadacao, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	credito_financeiro+fiscal_municipal+sancao_integridade+vigilancia_sinan	br_bcb_sicor, br_rf_arrecadacao, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	credito_financeiro+fiscalizacao_ambiental+sancao_integridade+vigilancia_sinan	br_bcb_sicor, br_ibama_autos, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	credito_financeiro+fundiario+sancao_integridade+saude_producao	br_bcb_sicor, br_sfb_sicar, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	credito_financeiro+fundiario+sancao_integridade+transferencia_renda	br_bcb_sicor, br_sfb_sicar, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	credito_financeiro+mineracao_energia+mobilidade+sancao_integridade	br_bcb_sicor, br_anm, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+mineracao_energia+mortalidade+sancao_integridade	br_bcb_sicor, br_anm, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+mineracao_energia+natalidade+sancao_integridade	br_bcb_sicor, br_anm, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	credito_financeiro+mobilidade+sancao_integridade+trabalho_empresa	br_bcb_sicor, br_mobilidados_indicadores, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	credito_financeiro+mortalidade+sancao_integridade+trabalho_empresa	br_bcb_sicor, br_ms_sim, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	credito_financeiro+mortalidade+sancao_integridade+transferencia_renda	br_bcb_sicor, br_ms_sim, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	credito_financeiro+natalidade+sancao_integridade+trabalho_empresa	br_bcb_sicor, br_ms_sinasc, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	credito_financeiro+natalidade+sancao_integridade+transferencia_renda	br_bcb_sicor, br_ms_sinasc, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	credito_financeiro+politica+sancao_integridade+saude_producao	br_bcb_sicor, br_tse_eleicoes, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	credito_financeiro+sancao_integridade+saneamento_agua+trabalho_empresa	br_bcb_sicor, br_tcu_inidoneos, br_ana_outorgas, br_me_cnpj
0.221	4	0.33	3314	credito_financeiro+sancao_integridade+saude_producao+vigilancia_sinan	br_bcb_sicor, br_tcu_inidoneos, br_ms_cnes, br_ms_sinan_violencia
0.221	4	0.33	3314	demografia_censo+desmatamento_clima+mobilidade+sancao_integridade	br_ibge_censo2022_raca, br_inpe_sisam, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+desmatamento_clima+natalidade+sancao_integridade	br_ibge_censo2022_raca, br_inpe_sisam, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+educacao+fundiario+sancao_integridade	br_ibge_censo2022_raca, br_inep_saeb, br_sfb_sicar, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+educacao+mobilidade+sancao_integridade	br_ibge_censo2022_raca, br_inep_saeb, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+educacao+sancao_integridade+saneamento_agua	br_ibge_censo2022_raca, br_inep_saeb, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	demografia_censo+fiscal_municipal+fundiario+sancao_integridade	br_ibge_censo2022_raca, br_rf_arrecadacao, br_sfb_sicar, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+fiscal_municipal+mobilidade+sancao_integridade	br_ibge_censo2022_raca, br_rf_arrecadacao, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+fiscal_municipal+sancao_integridade+vigilancia_sinan	br_ibge_censo2022_raca, br_rf_arrecadacao, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	demografia_censo+fiscalizacao_ambiental+mobilidade+sancao_integridade	br_ibge_censo2022_raca, br_ibama_autos, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+fiscalizacao_ambiental+mortalidade+sancao_integridade	br_ibge_censo2022_raca, br_ibama_autos, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+fiscalizacao_ambiental+natalidade+sancao_integridade	br_ibge_censo2022_raca, br_ibama_autos, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+fiscalizacao_ambiental+sancao_integridade+saneamento_agua	br_ibge_censo2022_raca, br_ibama_autos, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	demografia_censo+fiscalizacao_ambiental+sancao_integridade+vigilancia_sinan	br_ibge_censo2022_raca, br_ibama_autos, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	demografia_censo+fundiario+politica+sancao_integridade	br_ibge_censo2022_raca, br_sfb_sicar, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+fundiario+sancao_integridade+saude_producao	br_ibge_censo2022_raca, br_sfb_sicar, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	demografia_censo+fundiario+sancao_integridade+transferencia_renda	br_ibge_censo2022_raca, br_sfb_sicar, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	demografia_censo+mineracao_energia+sancao_integridade+saneamento_agua	br_ibge_censo2022_raca, br_anm, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	demografia_censo+mobilidade+mortalidade+sancao_integridade	br_ibge_censo2022_raca, br_mobilidados_indicadores, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+mobilidade+politica+sancao_integridade	br_ibge_censo2022_raca, br_mobilidados_indicadores, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+mobilidade+sancao_integridade+transferencia_renda	br_ibge_censo2022_raca, br_mobilidados_indicadores, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	demografia_censo+mortalidade+natalidade+sancao_integridade	br_ibge_censo2022_raca, br_ms_sim, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	demografia_censo+mortalidade+sancao_integridade+saneamento_agua	br_ibge_censo2022_raca, br_ms_sim, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	demografia_censo+mortalidade+sancao_integridade+saude_producao	br_ibge_censo2022_raca, br_ms_sim, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	demografia_censo+mortalidade+sancao_integridade+vigilancia_sinan	br_ibge_censo2022_raca, br_ms_sim, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	demografia_censo+natalidade+sancao_integridade+saneamento_agua	br_ibge_censo2022_raca, br_ms_sinasc, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	demografia_censo+natalidade+sancao_integridade+saude_producao	br_ibge_censo2022_raca, br_ms_sinasc, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	demografia_censo+natalidade+sancao_integridade+vigilancia_sinan	br_ibge_censo2022_raca, br_ms_sinasc, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	demografia_censo+politica+sancao_integridade+saneamento_agua	br_ibge_censo2022_raca, br_tse_eleicoes, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	demografia_censo+politica+sancao_integridade+vigilancia_sinan	br_ibge_censo2022_raca, br_tse_eleicoes, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	demografia_censo+sancao_integridade+saneamento_agua+saude_producao	br_ibge_censo2022_raca, br_tcu_inidoneos, br_ana_outorgas, br_ms_cnes
0.221	4	0.33	3314	demografia_censo+sancao_integridade+saneamento_agua+transferencia_renda	br_ibge_censo2022_raca, br_tcu_inidoneos, br_ana_outorgas, br_mc_indicadores
0.221	4	0.33	3314	demografia_censo+sancao_integridade+saneamento_agua+vigilancia_sinan	br_ibge_censo2022_raca, br_tcu_inidoneos, br_ana_outorgas, br_ms_sinan_violencia
0.221	4	0.33	3314	demografia_censo+sancao_integridade+saude_producao+vigilancia_sinan	br_ibge_censo2022_raca, br_tcu_inidoneos, br_ms_cnes, br_ms_sinan_violencia
0.221	4	0.33	3314	desmatamento_clima+educacao+fiscal_municipal+sancao_integridade	br_inpe_sisam, br_inep_saeb, br_rf_arrecadacao, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+educacao+fiscalizacao_ambiental+sancao_integridade	br_inpe_sisam, br_inep_saeb, br_ibama_autos, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+educacao+mortalidade+sancao_integridade	br_inpe_sisam, br_inep_saeb, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+educacao+politica+sancao_integridade	br_inpe_sisam, br_inep_saeb, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+educacao+sancao_integridade+saude_producao	br_inpe_sisam, br_inep_saeb, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	desmatamento_clima+educacao+sancao_integridade+transferencia_renda	br_inpe_sisam, br_inep_saeb, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	desmatamento_clima+educacao+sancao_integridade+vigilancia_sinan	br_inpe_sisam, br_inep_saeb, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	desmatamento_clima+fiscal_municipal+fiscalizacao_ambiental+sancao_integridade	br_inpe_sisam, br_rf_arrecadacao, br_ibama_autos, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+fiscal_municipal+mortalidade+sancao_integridade	br_inpe_sisam, br_rf_arrecadacao, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+fiscal_municipal+politica+sancao_integridade	br_inpe_sisam, br_rf_arrecadacao, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+fiscal_municipal+sancao_integridade+saneamento_agua	br_inpe_sisam, br_rf_arrecadacao, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	desmatamento_clima+fiscal_municipal+sancao_integridade+saude_producao	br_inpe_sisam, br_rf_arrecadacao, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	desmatamento_clima+fiscal_municipal+sancao_integridade+transferencia_renda	br_inpe_sisam, br_rf_arrecadacao, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	desmatamento_clima+fiscalizacao_ambiental+mortalidade+sancao_integridade	br_inpe_sisam, br_ibama_autos, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+fiscalizacao_ambiental+sancao_integridade+saneamento_agua	br_inpe_sisam, br_ibama_autos, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	desmatamento_clima+fiscalizacao_ambiental+sancao_integridade+vigilancia_sinan	br_inpe_sisam, br_ibama_autos, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	desmatamento_clima+fundiario+sancao_integridade+saude_producao	br_inpe_sisam, br_sfb_sicar, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	desmatamento_clima+mineracao_energia+mobilidade+sancao_integridade	br_inpe_sisam, br_anm, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+mineracao_energia+natalidade+sancao_integridade	br_inpe_sisam, br_anm, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+mineracao_energia+sancao_integridade+saneamento_agua	br_inpe_sisam, br_anm, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	desmatamento_clima+mobilidade+sancao_integridade+trabalho_empresa	br_inpe_sisam, br_mobilidados_indicadores, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	desmatamento_clima+mortalidade+politica+sancao_integridade	br_inpe_sisam, br_ms_sim, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	desmatamento_clima+mortalidade+sancao_integridade+saneamento_agua	br_inpe_sisam, br_ms_sim, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	desmatamento_clima+mortalidade+sancao_integridade+saude_producao	br_inpe_sisam, br_ms_sim, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	desmatamento_clima+mortalidade+sancao_integridade+transferencia_renda	br_inpe_sisam, br_ms_sim, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	desmatamento_clima+mortalidade+sancao_integridade+vigilancia_sinan	br_inpe_sisam, br_ms_sim, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	desmatamento_clima+natalidade+sancao_integridade+trabalho_empresa	br_inpe_sisam, br_ms_sinasc, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	desmatamento_clima+politica+sancao_integridade+saude_producao	br_inpe_sisam, br_tse_eleicoes, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	desmatamento_clima+politica+sancao_integridade+transferencia_renda	br_inpe_sisam, br_tse_eleicoes, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	desmatamento_clima+sancao_integridade+saneamento_agua+saude_producao	br_inpe_sisam, br_tcu_inidoneos, br_ana_outorgas, br_ms_cnes
0.221	4	0.33	3314	desmatamento_clima+sancao_integridade+saneamento_agua+vigilancia_sinan	br_inpe_sisam, br_tcu_inidoneos, br_ana_outorgas, br_ms_sinan_violencia
0.221	4	0.33	3314	desmatamento_clima+sancao_integridade+saude_producao+transferencia_renda	br_inpe_sisam, br_tcu_inidoneos, br_ms_cnes, br_mc_indicadores
0.221	4	0.33	3314	desmatamento_clima+sancao_integridade+saude_producao+vigilancia_sinan	br_inpe_sisam, br_tcu_inidoneos, br_ms_cnes, br_ms_sinan_violencia
0.221	4	0.33	3314	desmatamento_clima+sancao_integridade+transferencia_renda+vigilancia_sinan	br_inpe_sisam, br_tcu_inidoneos, br_mc_indicadores, br_ms_sinan_violencia
0.221	4	0.33	3314	educacao+fiscal_municipal+fiscalizacao_ambiental+sancao_integridade	br_inep_saeb, br_rf_arrecadacao, br_ibama_autos, br_tcu_inidoneos
0.221	4	0.33	3314	educacao+fiscal_municipal+sancao_integridade+saneamento_agua	br_inep_saeb, br_rf_arrecadacao, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	educacao+fiscal_municipal+sancao_integridade+vigilancia_sinan	br_inep_saeb, br_rf_arrecadacao, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	educacao+fiscalizacao_ambiental+sancao_integridade+saude_producao	br_inep_saeb, br_ibama_autos, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	educacao+fundiario+mineracao_energia+sancao_integridade	br_inep_saeb, br_sfb_sicar, br_anm, br_tcu_inidoneos
0.221	4	0.33	3314	educacao+fundiario+sancao_integridade+trabalho_empresa	br_inep_saeb, br_sfb_sicar, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	educacao+mineracao_energia+mobilidade+sancao_integridade	br_inep_saeb, br_anm, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	educacao+mobilidade+sancao_integridade+trabalho_empresa	br_inep_saeb, br_mobilidados_indicadores, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	educacao+mortalidade+natalidade+sancao_integridade	br_inep_saeb, br_ms_sim, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	educacao+mortalidade+sancao_integridade+saude_producao	br_inep_saeb, br_ms_sim, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	educacao+mortalidade+sancao_integridade+vigilancia_sinan	br_inep_saeb, br_ms_sim, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	educacao+natalidade+sancao_integridade+saude_producao	br_inep_saeb, br_ms_sinasc, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	educacao+natalidade+sancao_integridade+vigilancia_sinan	br_inep_saeb, br_ms_sinasc, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	educacao+politica+sancao_integridade+vigilancia_sinan	br_inep_saeb, br_tse_eleicoes, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	educacao+sancao_integridade+saneamento_agua+trabalho_empresa	br_inep_saeb, br_tcu_inidoneos, br_ana_outorgas, br_me_cnpj
0.221	4	0.33	3314	educacao+sancao_integridade+saude_producao+vigilancia_sinan	br_inep_saeb, br_tcu_inidoneos, br_ms_cnes, br_ms_sinan_violencia
0.221	4	0.33	3314	fiscal_municipal+fiscalizacao_ambiental+sancao_integridade+saude_producao	br_rf_arrecadacao, br_ibama_autos, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	fiscal_municipal+fundiario+mineracao_energia+sancao_integridade	br_rf_arrecadacao, br_sfb_sicar, br_anm, br_tcu_inidoneos
0.221	4	0.33	3314	fiscal_municipal+fundiario+sancao_integridade+trabalho_empresa	br_rf_arrecadacao, br_sfb_sicar, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	fiscal_municipal+mineracao_energia+mobilidade+sancao_integridade	br_rf_arrecadacao, br_anm, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	fiscal_municipal+mineracao_energia+sancao_integridade+saneamento_agua	br_rf_arrecadacao, br_anm, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	fiscal_municipal+mineracao_energia+sancao_integridade+vigilancia_sinan	br_rf_arrecadacao, br_anm, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	fiscal_municipal+mobilidade+sancao_integridade+trabalho_empresa	br_rf_arrecadacao, br_mobilidados_indicadores, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	fiscal_municipal+mortalidade+natalidade+sancao_integridade	br_rf_arrecadacao, br_ms_sim, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	fiscal_municipal+mortalidade+sancao_integridade+saneamento_agua	br_rf_arrecadacao, br_ms_sim, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	fiscal_municipal+mortalidade+sancao_integridade+saude_producao	br_rf_arrecadacao, br_ms_sim, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	fiscal_municipal+natalidade+sancao_integridade+saneamento_agua	br_rf_arrecadacao, br_ms_sinasc, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	fiscal_municipal+natalidade+sancao_integridade+saude_producao	br_rf_arrecadacao, br_ms_sinasc, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	fiscal_municipal+politica+sancao_integridade+saneamento_agua	br_rf_arrecadacao, br_tse_eleicoes, br_tcu_inidoneos, br_ana_outorgas
0.221	4	0.33	3314	fiscal_municipal+sancao_integridade+saneamento_agua+saude_producao	br_rf_arrecadacao, br_tcu_inidoneos, br_ana_outorgas, br_ms_cnes
0.221	4	0.33	3314	fiscal_municipal+sancao_integridade+saneamento_agua+transferencia_renda	br_rf_arrecadacao, br_tcu_inidoneos, br_ana_outorgas, br_mc_indicadores
0.221	4	0.33	3314	fiscal_municipal+sancao_integridade+trabalho_empresa+vigilancia_sinan	br_rf_arrecadacao, br_tcu_inidoneos, br_me_cnpj, br_ms_sinan_violencia
0.221	4	0.33	3314	fiscal_municipal+sancao_integridade+transferencia_renda+vigilancia_sinan	br_rf_arrecadacao, br_tcu_inidoneos, br_mc_indicadores, br_ms_sinan_violencia
0.221	4	0.33	3314	fiscalizacao_ambiental+fundiario+politica+sancao_integridade	br_ibama_autos, br_sfb_sicar, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	fiscalizacao_ambiental+fundiario+sancao_integridade+saude_producao	br_ibama_autos, br_sfb_sicar, br_tcu_inidoneos, br_ms_cnes
0.221	4	0.33	3314	fiscalizacao_ambiental+fundiario+sancao_integridade+transferencia_renda	br_ibama_autos, br_sfb_sicar, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	fiscalizacao_ambiental+mineracao_energia+mobilidade+sancao_integridade	br_ibama_autos, br_anm, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	4	0.33	3314	fiscalizacao_ambiental+mineracao_energia+mortalidade+sancao_integridade	br_ibama_autos, br_anm, br_ms_sim, br_tcu_inidoneos
0.221	4	0.33	3314	fiscalizacao_ambiental+mineracao_energia+natalidade+sancao_integridade	br_ibama_autos, br_anm, br_ms_sinasc, br_tcu_inidoneos
0.221	4	0.33	3314	fiscalizacao_ambiental+mineracao_energia+sancao_integridade+vigilancia_sinan	br_ibama_autos, br_anm, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	4	0.33	3314	fiscalizacao_ambiental+mobilidade+sancao_integridade+trabalho_empresa	br_ibama_autos, br_mobilidados_indicadores, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	fiscalizacao_ambiental+mortalidade+politica+sancao_integridade	br_ibama_autos, br_ms_sim, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	fiscalizacao_ambiental+mortalidade+sancao_integridade+trabalho_empresa	br_ibama_autos, br_ms_sim, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	fiscalizacao_ambiental+mortalidade+sancao_integridade+transferencia_renda	br_ibama_autos, br_ms_sim, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	fiscalizacao_ambiental+natalidade+politica+sancao_integridade	br_ibama_autos, br_ms_sinasc, br_tse_eleicoes, br_tcu_inidoneos
0.221	4	0.33	3314	fiscalizacao_ambiental+natalidade+sancao_integridade+trabalho_empresa	br_ibama_autos, br_ms_sinasc, br_tcu_inidoneos, br_me_cnpj
0.221	4	0.33	3314	fiscalizacao_ambiental+natalidade+sancao_integridade+transferencia_renda	br_ibama_autos, br_ms_sinasc, br_tcu_inidoneos, br_mc_indicadores
0.221	4	0.33	3314	fiscalizacao_ambiental+sancao_integridade+saneamento_agua+trabalho_empresa	br_ibama_autos, br_tcu_inidoneos, br_ana_outorgas, br_me_cnpj
0.221	4	0.33	3314	fiscalizacao_ambiental+sancao_integridade+trabalho_empresa+vigilancia_sinan	br_ibama_autos, br_tcu_inidoneos, br_me_cnpj, br_ms_sinan_violencia
