n	familias	poder_min_municipios	coberta_por
4	credito_financeiro+mineracao_energia+natalidade+transferencia_renda	3985	
4	credito_financeiro+mineracao_energia+natalidade+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+politica+saneamento_agua	3985	
4	credito_financeiro+mineracao_energia+politica+saude_producao	3985	
4	credito_financeiro+mineracao_energia+politica+trabalho_empresa	3985	
4	credito_financeiro+mineracao_energia+politica+transferencia_renda	3985	
4	credito_financeiro+mineracao_energia+politica+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+saneamento_agua+saude_producao	3985	
4	credito_financeiro+mineracao_energia+saneamento_agua+trabalho_empresa	3985	
4	credito_financeiro+mineracao_energia+saneamento_agua+transferencia_renda	3985	
4	credito_financeiro+mineracao_energia+saneamento_agua+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+saude_producao+trabalho_empresa	3985	
4	credito_financeiro+mineracao_energia+saude_producao+transferencia_renda	3985	
4	credito_financeiro+mineracao_energia+saude_producao+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+trabalho_empresa+transferencia_renda	3985	
4	credito_financeiro+mineracao_energia+trabalho_empresa+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+transferencia_renda+vigilancia_sinan	3985	
4	demografia_censo+desmatamento_clima+educacao+mineracao_energia	3985	
4	demografia_censo+desmatamento_clima+fiscal_municipal+mineracao_energia	3985	
4	demografia_censo+desmatamento_clima+fiscalizacao_ambiental+mineracao_energia	3985	H?
4	demografia_censo+desmatamento_clima+fundiario+mineracao_energia	3985	H?
4	demografia_censo+desmatamento_clima+mineracao_energia+mobilidade	3985	
4	demografia_censo+desmatamento_clima+mineracao_energia+mortalidade	3985	
4	demografia_censo+desmatamento_clima+mineracao_energia+natalidade	3985	
4	demografia_censo+desmatamento_clima+mineracao_energia+politica	3985	
4	demografia_censo+desmatamento_clima+mineracao_energia+saneamento_agua	3985	
4	demografia_censo+desmatamento_clima+mineracao_energia+saude_producao	3985	H?
4	demografia_censo+desmatamento_clima+mineracao_energia+trabalho_empresa	3985	
4	demografia_censo+desmatamento_clima+mineracao_energia+transferencia_renda	3985	
4	demografia_censo+desmatamento_clima+mineracao_energia+vigilancia_sinan	3985	
4	demografia_censo+educacao+fiscal_municipal+mineracao_energia	3985	
4	demografia_censo+educacao+fiscalizacao_ambiental+mineracao_energia	3985	
4	demografia_censo+educacao+fundiario+mineracao_energia	3985	
4	demografia_censo+educacao+mineracao_energia+mobilidade	3985	
4	demografia_censo+educacao+mineracao_energia+mortalidade	3985	
4	demografia_censo+educacao+mineracao_energia+natalidade	3985	
4	demografia_censo+educacao+mineracao_energia+politica	3985	
4	demografia_censo+educacao+mineracao_energia+saneamento_agua	3985	
4	demografia_censo+educacao+mineracao_energia+saude_producao	3985	
4	demografia_censo+educacao+mineracao_energia+trabalho_empresa	3985	
4	demografia_censo+educacao+mineracao_energia+transferencia_renda	3985	
4	demografia_censo+educacao+mineracao_energia+vigilancia_sinan	3985	
4	demografia_censo+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	3985	
4	demografia_censo+fiscal_municipal+fundiario+mineracao_energia	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+mobilidade	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+mortalidade	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+natalidade	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+politica	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+saneamento_agua	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+saude_producao	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+trabalho_empresa	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+transferencia_renda	3985	
4	demografia_censo+fiscal_municipal+mineracao_energia+vigilancia_sinan	3985	
4	demografia_censo+fiscalizacao_ambiental+fundiario+mineracao_energia	3985	H?
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+mobilidade	3985	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+mortalidade	3985	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+natalidade	3985	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+politica	3985	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+saneamento_agua	3985	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+saude_producao	3985	H?
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	3985	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	3985	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	3985	
4	demografia_censo+fundiario+mineracao_energia+mobilidade	3985	
4	demografia_censo+fundiario+mineracao_energia+mortalidade	3985	
4	demografia_censo+fundiario+mineracao_energia+natalidade	3985	
4	demografia_censo+fundiario+mineracao_energia+politica	3985	
4	demografia_censo+fundiario+mineracao_energia+saneamento_agua	3985	
4	demografia_censo+fundiario+mineracao_energia+saude_producao	3985	H?
4	demografia_censo+fundiario+mineracao_energia+trabalho_empresa	3985	
4	demografia_censo+fundiario+mineracao_energia+transferencia_renda	3985	
4	demografia_censo+fundiario+mineracao_energia+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+mobilidade+mortalidade	3985	
4	demografia_censo+mineracao_energia+mobilidade+natalidade	3985	
4	demografia_censo+mineracao_energia+mobilidade+politica	3985	
4	demografia_censo+mineracao_energia+mobilidade+saneamento_agua	3985	
4	demografia_censo+mineracao_energia+mobilidade+saude_producao	3985	
4	demografia_censo+mineracao_energia+mobilidade+trabalho_empresa	3985	
4	demografia_censo+mineracao_energia+mobilidade+transferencia_renda	3985	
4	demografia_censo+mineracao_energia+mobilidade+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+mortalidade+natalidade	3985	
4	demografia_censo+mineracao_energia+mortalidade+politica	3985	
4	demografia_censo+mineracao_energia+mortalidade+saneamento_agua	3985	
4	demografia_censo+mineracao_energia+mortalidade+saude_producao	3985	
4	demografia_censo+mineracao_energia+mortalidade+trabalho_empresa	3985	
4	demografia_censo+mineracao_energia+mortalidade+transferencia_renda	3985	
4	demografia_censo+mineracao_energia+mortalidade+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+natalidade+politica	3985	
4	demografia_censo+mineracao_energia+natalidade+saneamento_agua	3985	
4	demografia_censo+mineracao_energia+natalidade+saude_producao	3985	
4	demografia_censo+mineracao_energia+natalidade+trabalho_empresa	3985	
4	demografia_censo+mineracao_energia+natalidade+transferencia_renda	3985	
4	demografia_censo+mineracao_energia+natalidade+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+politica+saneamento_agua	3985	
4	demografia_censo+mineracao_energia+politica+saude_producao	3985	
4	demografia_censo+mineracao_energia+politica+trabalho_empresa	3985	
4	demografia_censo+mineracao_energia+politica+transferencia_renda	3985	
4	demografia_censo+mineracao_energia+politica+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+saneamento_agua+saude_producao	3985	
4	demografia_censo+mineracao_energia+saneamento_agua+trabalho_empresa	3985	
4	demografia_censo+mineracao_energia+saneamento_agua+transferencia_renda	3985	
4	demografia_censo+mineracao_energia+saneamento_agua+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+saude_producao+trabalho_empresa	3985	
4	demografia_censo+mineracao_energia+saude_producao+transferencia_renda	3985	
4	demografia_censo+mineracao_energia+saude_producao+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+trabalho_empresa+transferencia_renda	3985	
4	demografia_censo+mineracao_energia+trabalho_empresa+vigilancia_sinan	3985	
4	demografia_censo+mineracao_energia+transferencia_renda+vigilancia_sinan	3985	
4	desmatamento_clima+educacao+fiscal_municipal+mineracao_energia	3985	
4	desmatamento_clima+educacao+fiscalizacao_ambiental+mineracao_energia	3985	
4	desmatamento_clima+educacao+fundiario+mineracao_energia	3985	
4	desmatamento_clima+educacao+mineracao_energia+mobilidade	3985	
4	desmatamento_clima+educacao+mineracao_energia+mortalidade	3985	
4	desmatamento_clima+educacao+mineracao_energia+natalidade	3985	
4	desmatamento_clima+educacao+mineracao_energia+politica	3985	
4	desmatamento_clima+educacao+mineracao_energia+saneamento_agua	3985	
4	desmatamento_clima+educacao+mineracao_energia+saude_producao	3985	
4	desmatamento_clima+educacao+mineracao_energia+trabalho_empresa	3985	
4	desmatamento_clima+educacao+mineracao_energia+transferencia_renda	3985	
4	desmatamento_clima+educacao+mineracao_energia+vigilancia_sinan	3985	
4	desmatamento_clima+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	3985	
4	desmatamento_clima+fiscal_municipal+fundiario+mineracao_energia	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+mobilidade	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+mortalidade	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+natalidade	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+politica	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+saneamento_agua	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+saude_producao	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+trabalho_empresa	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+transferencia_renda	3985	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+vigilancia_sinan	3985	
4	desmatamento_clima+fiscalizacao_ambiental+fundiario+mineracao_energia	3985	P59-2
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+mobilidade	3985	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+mortalidade	3985	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+natalidade	3985	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+politica	3985	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+saneamento_agua	3985	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+saude_producao	3985	H?
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	3985	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	3985	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	3985	
4	desmatamento_clima+fundiario+mineracao_energia+mobilidade	3985	
4	desmatamento_clima+fundiario+mineracao_energia+mortalidade	3985	
4	desmatamento_clima+fundiario+mineracao_energia+natalidade	3985	
4	desmatamento_clima+fundiario+mineracao_energia+politica	3985	
4	desmatamento_clima+fundiario+mineracao_energia+saneamento_agua	3985	
4	desmatamento_clima+fundiario+mineracao_energia+saude_producao	3985	H?
4	desmatamento_clima+fundiario+mineracao_energia+trabalho_empresa	3985	
4	desmatamento_clima+fundiario+mineracao_energia+transferencia_renda	3985	
4	desmatamento_clima+fundiario+mineracao_energia+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+mortalidade	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+natalidade	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+politica	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+saneamento_agua	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+saude_producao	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+trabalho_empresa	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+transferencia_renda	3985	
4	desmatamento_clima+mineracao_energia+mobilidade+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+mortalidade+natalidade	3985	
4	desmatamento_clima+mineracao_energia+mortalidade+politica	3985	
4	desmatamento_clima+mineracao_energia+mortalidade+saneamento_agua	3985	
4	desmatamento_clima+mineracao_energia+mortalidade+saude_producao	3985	
4	desmatamento_clima+mineracao_energia+mortalidade+trabalho_empresa	3985	
4	desmatamento_clima+mineracao_energia+mortalidade+transferencia_renda	3985	
4	desmatamento_clima+mineracao_energia+mortalidade+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+natalidade+politica	3985	
4	desmatamento_clima+mineracao_energia+natalidade+saneamento_agua	3985	
4	desmatamento_clima+mineracao_energia+natalidade+saude_producao	3985	
4	desmatamento_clima+mineracao_energia+natalidade+trabalho_empresa	3985	
4	desmatamento_clima+mineracao_energia+natalidade+transferencia_renda	3985	
4	desmatamento_clima+mineracao_energia+natalidade+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+politica+saneamento_agua	3985	
4	desmatamento_clima+mineracao_energia+politica+saude_producao	3985	
4	desmatamento_clima+mineracao_energia+politica+trabalho_empresa	3985	
4	desmatamento_clima+mineracao_energia+politica+transferencia_renda	3985	
4	desmatamento_clima+mineracao_energia+politica+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+saneamento_agua+saude_producao	3985	
4	desmatamento_clima+mineracao_energia+saneamento_agua+trabalho_empresa	3985	
4	desmatamento_clima+mineracao_energia+saneamento_agua+transferencia_renda	3985	
4	desmatamento_clima+mineracao_energia+saneamento_agua+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+saude_producao+trabalho_empresa	3985	
4	desmatamento_clima+mineracao_energia+saude_producao+transferencia_renda	3985	
4	desmatamento_clima+mineracao_energia+saude_producao+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+trabalho_empresa+transferencia_renda	3985	
4	desmatamento_clima+mineracao_energia+trabalho_empresa+vigilancia_sinan	3985	
4	desmatamento_clima+mineracao_energia+transferencia_renda+vigilancia_sinan	3985	
4	educacao+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	3985	
4	educacao+fiscal_municipal+fundiario+mineracao_energia	3985	
4	educacao+fiscal_municipal+mineracao_energia+mobilidade	3985	
4	educacao+fiscal_municipal+mineracao_energia+mortalidade	3985	
4	educacao+fiscal_municipal+mineracao_energia+natalidade	3985	H?
4	educacao+fiscal_municipal+mineracao_energia+politica	3985	H?
4	educacao+fiscal_municipal+mineracao_energia+saneamento_agua	3985	
4	educacao+fiscal_municipal+mineracao_energia+saude_producao	3985	H?
4	educacao+fiscal_municipal+mineracao_energia+trabalho_empresa	3985	H?
4	educacao+fiscal_municipal+mineracao_energia+transferencia_renda	3985	H?
4	educacao+fiscal_municipal+mineracao_energia+vigilancia_sinan	3985	
4	educacao+fiscalizacao_ambiental+fundiario+mineracao_energia	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+mobilidade	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+mortalidade	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+natalidade	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+politica	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+saneamento_agua	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+saude_producao	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	3985	
4	educacao+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	3985	
4	educacao+fundiario+mineracao_energia+mobilidade	3985	
4	educacao+fundiario+mineracao_energia+mortalidade	3985	
4	educacao+fundiario+mineracao_energia+natalidade	3985	
4	educacao+fundiario+mineracao_energia+politica	3985	
4	educacao+fundiario+mineracao_energia+saneamento_agua	3985	
4	educacao+fundiario+mineracao_energia+saude_producao	3985	
4	educacao+fundiario+mineracao_energia+trabalho_empresa	3985	
4	educacao+fundiario+mineracao_energia+transferencia_renda	3985	
4	educacao+fundiario+mineracao_energia+vigilancia_sinan	3985	
4	educacao+mineracao_energia+mobilidade+mortalidade	3985	
4	educacao+mineracao_energia+mobilidade+natalidade	3985	
4	educacao+mineracao_energia+mobilidade+politica	3985	
4	educacao+mineracao_energia+mobilidade+saneamento_agua	3985	
4	educacao+mineracao_energia+mobilidade+saude_producao	3985	
4	educacao+mineracao_energia+mobilidade+trabalho_empresa	3985	
4	educacao+mineracao_energia+mobilidade+transferencia_renda	3985	
4	educacao+mineracao_energia+mobilidade+vigilancia_sinan	3985	
4	educacao+mineracao_energia+mortalidade+natalidade	3985	
4	educacao+mineracao_energia+mortalidade+politica	3985	
4	educacao+mineracao_energia+mortalidade+saneamento_agua	3985	
4	educacao+mineracao_energia+mortalidade+saude_producao	3985	
