n	familias	poder_min_municipios	coberta_por
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+mortalidade	3985	
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+natalidade	3985	
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+politica	3985	
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+saneamento_agua	3985	
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+saude_producao	3985	
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	3985	
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	3985	
4	agropecuaria+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	3985	
4	agropecuaria+fundiario+mineracao_energia+mobilidade	3985	
4	agropecuaria+fundiario+mineracao_energia+mortalidade	3985	
4	agropecuaria+fundiario+mineracao_energia+natalidade	3985	
4	agropecuaria+fundiario+mineracao_energia+politica	3985	
4	agropecuaria+fundiario+mineracao_energia+saneamento_agua	3985	
4	agropecuaria+fundiario+mineracao_energia+saude_producao	3985	
4	agropecuaria+fundiario+mineracao_energia+trabalho_empresa	3985	
4	agropecuaria+fundiario+mineracao_energia+transferencia_renda	3985	
4	agropecuaria+fundiario+mineracao_energia+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+mobilidade+mortalidade	3985	
4	agropecuaria+mineracao_energia+mobilidade+natalidade	3985	
4	agropecuaria+mineracao_energia+mobilidade+politica	3985	
4	agropecuaria+mineracao_energia+mobilidade+saneamento_agua	3985	
4	agropecuaria+mineracao_energia+mobilidade+saude_producao	3985	
4	agropecuaria+mineracao_energia+mobilidade+trabalho_empresa	3985	
4	agropecuaria+mineracao_energia+mobilidade+transferencia_renda	3985	
4	agropecuaria+mineracao_energia+mobilidade+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+mortalidade+natalidade	3985	
4	agropecuaria+mineracao_energia+mortalidade+politica	3985	
4	agropecuaria+mineracao_energia+mortalidade+saneamento_agua	3985	
4	agropecuaria+mineracao_energia+mortalidade+saude_producao	3985	
4	agropecuaria+mineracao_energia+mortalidade+trabalho_empresa	3985	
4	agropecuaria+mineracao_energia+mortalidade+transferencia_renda	3985	
4	agropecuaria+mineracao_energia+mortalidade+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+natalidade+politica	3985	
4	agropecuaria+mineracao_energia+natalidade+saneamento_agua	3985	
4	agropecuaria+mineracao_energia+natalidade+saude_producao	3985	
4	agropecuaria+mineracao_energia+natalidade+trabalho_empresa	3985	
4	agropecuaria+mineracao_energia+natalidade+transferencia_renda	3985	
4	agropecuaria+mineracao_energia+natalidade+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+politica+saneamento_agua	3985	
4	agropecuaria+mineracao_energia+politica+saude_producao	3985	
4	agropecuaria+mineracao_energia+politica+trabalho_empresa	3985	
4	agropecuaria+mineracao_energia+politica+transferencia_renda	3985	
4	agropecuaria+mineracao_energia+politica+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+saneamento_agua+saude_producao	3985	
4	agropecuaria+mineracao_energia+saneamento_agua+trabalho_empresa	3985	
4	agropecuaria+mineracao_energia+saneamento_agua+transferencia_renda	3985	
4	agropecuaria+mineracao_energia+saneamento_agua+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+saude_producao+trabalho_empresa	3985	
4	agropecuaria+mineracao_energia+saude_producao+transferencia_renda	3985	
4	agropecuaria+mineracao_energia+saude_producao+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+trabalho_empresa+transferencia_renda	3985	
4	agropecuaria+mineracao_energia+trabalho_empresa+vigilancia_sinan	3985	
4	agropecuaria+mineracao_energia+transferencia_renda+vigilancia_sinan	3985	
4	compras_publicas+conectividade+credito_financeiro+mineracao_energia	3985	
4	compras_publicas+conectividade+demografia_censo+mineracao_energia	3985	
4	compras_publicas+conectividade+desmatamento_clima+mineracao_energia	3985	
4	compras_publicas+conectividade+educacao+mineracao_energia	3985	
4	compras_publicas+conectividade+fiscal_municipal+mineracao_energia	3985	
4	compras_publicas+conectividade+fiscalizacao_ambiental+mineracao_energia	3985	
4	compras_publicas+conectividade+fundiario+mineracao_energia	3985	
4	compras_publicas+conectividade+mineracao_energia+mobilidade	3985	
4	compras_publicas+conectividade+mineracao_energia+mortalidade	3985	
4	compras_publicas+conectividade+mineracao_energia+natalidade	3985	
4	compras_publicas+conectividade+mineracao_energia+politica	3985	
4	compras_publicas+conectividade+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+conectividade+mineracao_energia+saude_producao	3985	
4	compras_publicas+conectividade+mineracao_energia+trabalho_empresa	3985	
4	compras_publicas+conectividade+mineracao_energia+transferencia_renda	3985	
4	compras_publicas+conectividade+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+credito_financeiro+demografia_censo+mineracao_energia	3985	H?
4	compras_publicas+credito_financeiro+desmatamento_clima+mineracao_energia	3985	H?
4	compras_publicas+credito_financeiro+educacao+mineracao_energia	3985	
4	compras_publicas+credito_financeiro+fiscal_municipal+mineracao_energia	3985	
4	compras_publicas+credito_financeiro+fiscalizacao_ambiental+mineracao_energia	3985	H?
4	compras_publicas+credito_financeiro+fundiario+mineracao_energia	3985	H?
4	compras_publicas+credito_financeiro+mineracao_energia+mobilidade	3985	
4	compras_publicas+credito_financeiro+mineracao_energia+mortalidade	3985	
4	compras_publicas+credito_financeiro+mineracao_energia+natalidade	3985	
4	compras_publicas+credito_financeiro+mineracao_energia+politica	3985	
4	compras_publicas+credito_financeiro+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+credito_financeiro+mineracao_energia+saude_producao	3985	H?
4	compras_publicas+credito_financeiro+mineracao_energia+trabalho_empresa	3985	
4	compras_publicas+credito_financeiro+mineracao_energia+transferencia_renda	3985	
4	compras_publicas+credito_financeiro+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+demografia_censo+desmatamento_clima+mineracao_energia	3985	H?
4	compras_publicas+demografia_censo+educacao+mineracao_energia	3985	
4	compras_publicas+demografia_censo+fiscal_municipal+mineracao_energia	3985	
4	compras_publicas+demografia_censo+fiscalizacao_ambiental+mineracao_energia	3985	H?
4	compras_publicas+demografia_censo+fundiario+mineracao_energia	3985	H?
4	compras_publicas+demografia_censo+mineracao_energia+mobilidade	3985	
4	compras_publicas+demografia_censo+mineracao_energia+mortalidade	3985	
4	compras_publicas+demografia_censo+mineracao_energia+natalidade	3985	
4	compras_publicas+demografia_censo+mineracao_energia+politica	3985	
4	compras_publicas+demografia_censo+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+demografia_censo+mineracao_energia+saude_producao	3985	H?
4	compras_publicas+demografia_censo+mineracao_energia+trabalho_empresa	3985	
4	compras_publicas+demografia_censo+mineracao_energia+transferencia_renda	3985	
4	compras_publicas+demografia_censo+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+desmatamento_clima+educacao+mineracao_energia	3985	
4	compras_publicas+desmatamento_clima+fiscal_municipal+mineracao_energia	3985	
4	compras_publicas+desmatamento_clima+fiscalizacao_ambiental+mineracao_energia	3985	H?
4	compras_publicas+desmatamento_clima+fundiario+mineracao_energia	3985	H?
4	compras_publicas+desmatamento_clima+mineracao_energia+mobilidade	3985	
4	compras_publicas+desmatamento_clima+mineracao_energia+mortalidade	3985	
4	compras_publicas+desmatamento_clima+mineracao_energia+natalidade	3985	
4	compras_publicas+desmatamento_clima+mineracao_energia+politica	3985	
4	compras_publicas+desmatamento_clima+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+desmatamento_clima+mineracao_energia+saude_producao	3985	H?
4	compras_publicas+desmatamento_clima+mineracao_energia+trabalho_empresa	3985	
4	compras_publicas+desmatamento_clima+mineracao_energia+transferencia_renda	3985	
4	compras_publicas+desmatamento_clima+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+educacao+fiscal_municipal+mineracao_energia	3985	H?
4	compras_publicas+educacao+fiscalizacao_ambiental+mineracao_energia	3985	
4	compras_publicas+educacao+fundiario+mineracao_energia	3985	
4	compras_publicas+educacao+mineracao_energia+mobilidade	3985	
4	compras_publicas+educacao+mineracao_energia+mortalidade	3985	
4	compras_publicas+educacao+mineracao_energia+natalidade	3985	H?
4	compras_publicas+educacao+mineracao_energia+politica	3985	H?
4	compras_publicas+educacao+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+educacao+mineracao_energia+saude_producao	3985	H?
4	compras_publicas+educacao+mineracao_energia+trabalho_empresa	3985	H?
4	compras_publicas+educacao+mineracao_energia+transferencia_renda	3985	H?
4	compras_publicas+educacao+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	3985	
4	compras_publicas+fiscal_municipal+fundiario+mineracao_energia	3985	
4	compras_publicas+fiscal_municipal+mineracao_energia+mobilidade	3985	
4	compras_publicas+fiscal_municipal+mineracao_energia+mortalidade	3985	
4	compras_publicas+fiscal_municipal+mineracao_energia+natalidade	3985	H?
4	compras_publicas+fiscal_municipal+mineracao_energia+politica	3985	H?
4	compras_publicas+fiscal_municipal+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+fiscal_municipal+mineracao_energia+saude_producao	3985	H?
4	compras_publicas+fiscal_municipal+mineracao_energia+trabalho_empresa	3985	H?
4	compras_publicas+fiscal_municipal+mineracao_energia+transferencia_renda	3985	H?
4	compras_publicas+fiscal_municipal+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+fiscalizacao_ambiental+fundiario+mineracao_energia	3985	H?
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+mobilidade	3985	
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+mortalidade	3985	
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+natalidade	3985	
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+politica	3985	
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+saude_producao	3985	H?
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	3985	
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	3985	
4	compras_publicas+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+fundiario+mineracao_energia+mobilidade	3985	
4	compras_publicas+fundiario+mineracao_energia+mortalidade	3985	
4	compras_publicas+fundiario+mineracao_energia+natalidade	3985	
4	compras_publicas+fundiario+mineracao_energia+politica	3985	
4	compras_publicas+fundiario+mineracao_energia+saneamento_agua	3985	
4	compras_publicas+fundiario+mineracao_energia+saude_producao	3985	H?
4	compras_publicas+fundiario+mineracao_energia+trabalho_empresa	3985	
4	compras_publicas+fundiario+mineracao_energia+transferencia_renda	3985	
4	compras_publicas+fundiario+mineracao_energia+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+mobilidade+mortalidade	3985	
4	compras_publicas+mineracao_energia+mobilidade+natalidade	3985	
4	compras_publicas+mineracao_energia+mobilidade+politica	3985	
4	compras_publicas+mineracao_energia+mobilidade+saneamento_agua	3985	
4	compras_publicas+mineracao_energia+mobilidade+saude_producao	3985	
4	compras_publicas+mineracao_energia+mobilidade+trabalho_empresa	3985	
4	compras_publicas+mineracao_energia+mobilidade+transferencia_renda	3985	
4	compras_publicas+mineracao_energia+mobilidade+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+mortalidade+natalidade	3985	
4	compras_publicas+mineracao_energia+mortalidade+politica	3985	
4	compras_publicas+mineracao_energia+mortalidade+saneamento_agua	3985	
4	compras_publicas+mineracao_energia+mortalidade+saude_producao	3985	
4	compras_publicas+mineracao_energia+mortalidade+trabalho_empresa	3985	
4	compras_publicas+mineracao_energia+mortalidade+transferencia_renda	3985	
4	compras_publicas+mineracao_energia+mortalidade+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+natalidade+politica	3985	H?
4	compras_publicas+mineracao_energia+natalidade+saneamento_agua	3985	
4	compras_publicas+mineracao_energia+natalidade+saude_producao	3985	H?
4	compras_publicas+mineracao_energia+natalidade+trabalho_empresa	3985	H?
4	compras_publicas+mineracao_energia+natalidade+transferencia_renda	3985	H?
4	compras_publicas+mineracao_energia+natalidade+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+politica+saneamento_agua	3985	
4	compras_publicas+mineracao_energia+politica+saude_producao	3985	H?
4	compras_publicas+mineracao_energia+politica+trabalho_empresa	3985	H?
4	compras_publicas+mineracao_energia+politica+transferencia_renda	3985	H?
4	compras_publicas+mineracao_energia+politica+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+saneamento_agua+saude_producao	3985	
4	compras_publicas+mineracao_energia+saneamento_agua+trabalho_empresa	3985	
4	compras_publicas+mineracao_energia+saneamento_agua+transferencia_renda	3985	
4	compras_publicas+mineracao_energia+saneamento_agua+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+saude_producao+trabalho_empresa	3985	H?
4	compras_publicas+mineracao_energia+saude_producao+transferencia_renda	3985	H?
4	compras_publicas+mineracao_energia+saude_producao+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+trabalho_empresa+transferencia_renda	3985	H?
4	compras_publicas+mineracao_energia+trabalho_empresa+vigilancia_sinan	3985	
4	compras_publicas+mineracao_energia+transferencia_renda+vigilancia_sinan	3985	
4	conectividade+credito_financeiro+demografia_censo+mineracao_energia	3985	
4	conectividade+credito_financeiro+desmatamento_clima+mineracao_energia	3985	
4	conectividade+credito_financeiro+educacao+mineracao_energia	3985	
4	conectividade+credito_financeiro+fiscal_municipal+mineracao_energia	3985	
4	conectividade+credito_financeiro+fiscalizacao_ambiental+mineracao_energia	3985	
4	conectividade+credito_financeiro+fundiario+mineracao_energia	3985	
4	conectividade+credito_financeiro+mineracao_energia+mobilidade	3985	
4	conectividade+credito_financeiro+mineracao_energia+mortalidade	3985	
4	conectividade+credito_financeiro+mineracao_energia+natalidade	3985	
4	conectividade+credito_financeiro+mineracao_energia+politica	3985	
4	conectividade+credito_financeiro+mineracao_energia+saneamento_agua	3985	
4	conectividade+credito_financeiro+mineracao_energia+saude_producao	3985	
4	conectividade+credito_financeiro+mineracao_energia+trabalho_empresa	3985	
4	conectividade+credito_financeiro+mineracao_energia+transferencia_renda	3985	
4	conectividade+credito_financeiro+mineracao_energia+vigilancia_sinan	3985	
4	conectividade+demografia_censo+desmatamento_clima+mineracao_energia	3985	
4	conectividade+demografia_censo+educacao+mineracao_energia	3985	
4	conectividade+demografia_censo+fiscal_municipal+mineracao_energia	3985	
4	conectividade+demografia_censo+fiscalizacao_ambiental+mineracao_energia	3985	
4	conectividade+demografia_censo+fundiario+mineracao_energia	3985	
4	conectividade+demografia_censo+mineracao_energia+mobilidade	3985	
4	conectividade+demografia_censo+mineracao_energia+mortalidade	3985	
4	conectividade+demografia_censo+mineracao_energia+natalidade	3985	
4	conectividade+demografia_censo+mineracao_energia+politica	3985	
4	conectividade+demografia_censo+mineracao_energia+saneamento_agua	3985	
4	conectividade+demografia_censo+mineracao_energia+saude_producao	3985	
4	conectividade+demografia_censo+mineracao_energia+trabalho_empresa	3985	
4	conectividade+demografia_censo+mineracao_energia+transferencia_renda	3985	
4	conectividade+demografia_censo+mineracao_energia+vigilancia_sinan	3985	
4	conectividade+desmatamento_clima+educacao+mineracao_energia	3985	
4	conectividade+desmatamento_clima+fiscal_municipal+mineracao_energia	3985	
4	conectividade+desmatamento_clima+fiscalizacao_ambiental+mineracao_energia	3985	
4	conectividade+desmatamento_clima+fundiario+mineracao_energia	3985	
4	conectividade+desmatamento_clima+mineracao_energia+mobilidade	3985	
4	conectividade+desmatamento_clima+mineracao_energia+mortalidade	3985	
4	conectividade+desmatamento_clima+mineracao_energia+natalidade	3985	
4	conectividade+desmatamento_clima+mineracao_energia+politica	3985	
4	conectividade+desmatamento_clima+mineracao_energia+saneamento_agua	3985	
4	conectividade+desmatamento_clima+mineracao_energia+saude_producao	3985	
4	conectividade+desmatamento_clima+mineracao_energia+trabalho_empresa	3985	
4	conectividade+desmatamento_clima+mineracao_energia+transferencia_renda	3985	
4	conectividade+desmatamento_clima+mineracao_energia+vigilancia_sinan	3985	
4	conectividade+educacao+fiscal_municipal+mineracao_energia	3985	
4	conectividade+educacao+fiscalizacao_ambiental+mineracao_energia	3985	
4	conectividade+educacao+fundiario+mineracao_energia	3985	
4	conectividade+educacao+mineracao_energia+mobilidade	3985	
4	conectividade+educacao+mineracao_energia+mortalidade	3985	
4	conectividade+educacao+mineracao_energia+natalidade	3985	
4	conectividade+educacao+mineracao_energia+politica	3985	
4	conectividade+educacao+mineracao_energia+saneamento_agua	3985	
4	conectividade+educacao+mineracao_energia+saude_producao	3985	
4	conectividade+educacao+mineracao_energia+trabalho_empresa	3985	
4	conectividade+educacao+mineracao_energia+transferencia_renda	3985	
4	conectividade+educacao+mineracao_energia+vigilancia_sinan	3985	
4	conectividade+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	3985	
4	conectividade+fiscal_municipal+fundiario+mineracao_energia	3985	
4	conectividade+fiscal_municipal+mineracao_energia+mobilidade	3985	
4	conectividade+fiscal_municipal+mineracao_energia+mortalidade	3985	
4	conectividade+fiscal_municipal+mineracao_energia+natalidade	3985	
4	conectividade+fiscal_municipal+mineracao_energia+politica	3985	
4	conectividade+fiscal_municipal+mineracao_energia+saneamento_agua	3985	
4	conectividade+fiscal_municipal+mineracao_energia+saude_producao	3985	
4	conectividade+fiscal_municipal+mineracao_energia+trabalho_empresa	3985	
4	conectividade+fiscal_municipal+mineracao_energia+transferencia_renda	3985	
4	conectividade+fiscal_municipal+mineracao_energia+vigilancia_sinan	3985	
4	conectividade+fiscalizacao_ambiental+fundiario+mineracao_energia	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+mobilidade	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+mortalidade	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+natalidade	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+politica	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+saneamento_agua	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+saude_producao	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	3985	
4	conectividade+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	3985	
4	conectividade+fundiario+mineracao_energia+mobilidade	3985	
4	conectividade+fundiario+mineracao_energia+mortalidade	3985	
4	conectividade+fundiario+mineracao_energia+natalidade	3985	
4	conectividade+fundiario+mineracao_energia+politica	3985	
4	conectividade+fundiario+mineracao_energia+saneamento_agua	3985	
4	conectividade+fundiario+mineracao_energia+saude_producao	3985	
4	conectividade+fundiario+mineracao_energia+trabalho_empresa	3985	
4	conectividade+fundiario+mineracao_energia+transferencia_renda	3985	
4	conectividade+fundiario+mineracao_energia+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+mobilidade+mortalidade	3985	
4	conectividade+mineracao_energia+mobilidade+natalidade	3985	
4	conectividade+mineracao_energia+mobilidade+politica	3985	
4	conectividade+mineracao_energia+mobilidade+saneamento_agua	3985	
4	conectividade+mineracao_energia+mobilidade+saude_producao	3985	
4	conectividade+mineracao_energia+mobilidade+trabalho_empresa	3985	
4	conectividade+mineracao_energia+mobilidade+transferencia_renda	3985	
4	conectividade+mineracao_energia+mobilidade+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+mortalidade+natalidade	3985	
4	conectividade+mineracao_energia+mortalidade+politica	3985	
4	conectividade+mineracao_energia+mortalidade+saneamento_agua	3985	
4	conectividade+mineracao_energia+mortalidade+saude_producao	3985	
4	conectividade+mineracao_energia+mortalidade+trabalho_empresa	3985	
4	conectividade+mineracao_energia+mortalidade+transferencia_renda	3985	
4	conectividade+mineracao_energia+mortalidade+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+natalidade+politica	3985	
4	conectividade+mineracao_energia+natalidade+saneamento_agua	3985	
4	conectividade+mineracao_energia+natalidade+saude_producao	3985	
4	conectividade+mineracao_energia+natalidade+trabalho_empresa	3985	
4	conectividade+mineracao_energia+natalidade+transferencia_renda	3985	
4	conectividade+mineracao_energia+natalidade+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+politica+saneamento_agua	3985	
4	conectividade+mineracao_energia+politica+saude_producao	3985	
4	conectividade+mineracao_energia+politica+trabalho_empresa	3985	
4	conectividade+mineracao_energia+politica+transferencia_renda	3985	
4	conectividade+mineracao_energia+politica+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+saneamento_agua+saude_producao	3985	
4	conectividade+mineracao_energia+saneamento_agua+trabalho_empresa	3985	
4	conectividade+mineracao_energia+saneamento_agua+transferencia_renda	3985	
4	conectividade+mineracao_energia+saneamento_agua+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+saude_producao+trabalho_empresa	3985	
4	conectividade+mineracao_energia+saude_producao+transferencia_renda	3985	
4	conectividade+mineracao_energia+saude_producao+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+trabalho_empresa+transferencia_renda	3985	
4	conectividade+mineracao_energia+trabalho_empresa+vigilancia_sinan	3985	
4	conectividade+mineracao_energia+transferencia_renda+vigilancia_sinan	3985	
4	credito_financeiro+demografia_censo+desmatamento_clima+mineracao_energia	3985	H?
4	credito_financeiro+demografia_censo+educacao+mineracao_energia	3985	
4	credito_financeiro+demografia_censo+fiscal_municipal+mineracao_energia	3985	
4	credito_financeiro+demografia_censo+fiscalizacao_ambiental+mineracao_energia	3985	H?
4	credito_financeiro+demografia_censo+fundiario+mineracao_energia	3985	H?
4	credito_financeiro+demografia_censo+mineracao_energia+mobilidade	3985	
4	credito_financeiro+demografia_censo+mineracao_energia+mortalidade	3985	
4	credito_financeiro+demografia_censo+mineracao_energia+natalidade	3985	
4	credito_financeiro+demografia_censo+mineracao_energia+politica	3985	
4	credito_financeiro+demografia_censo+mineracao_energia+saneamento_agua	3985	
4	credito_financeiro+demografia_censo+mineracao_energia+saude_producao	3985	H?
4	credito_financeiro+demografia_censo+mineracao_energia+trabalho_empresa	3985	
4	credito_financeiro+demografia_censo+mineracao_energia+transferencia_renda	3985	
4	credito_financeiro+demografia_censo+mineracao_energia+vigilancia_sinan	3985	
4	credito_financeiro+desmatamento_clima+educacao+mineracao_energia	3985	
4	credito_financeiro+desmatamento_clima+fiscal_municipal+mineracao_energia	3985	
4	credito_financeiro+desmatamento_clima+fiscalizacao_ambiental+mineracao_energia	3985	H?
4	credito_financeiro+desmatamento_clima+fundiario+mineracao_energia	3985	H?
4	credito_financeiro+desmatamento_clima+mineracao_energia+mobilidade	3985	
4	credito_financeiro+desmatamento_clima+mineracao_energia+mortalidade	3985	
4	credito_financeiro+desmatamento_clima+mineracao_energia+natalidade	3985	
4	credito_financeiro+desmatamento_clima+mineracao_energia+politica	3985	
4	credito_financeiro+desmatamento_clima+mineracao_energia+saneamento_agua	3985	
4	credito_financeiro+desmatamento_clima+mineracao_energia+saude_producao	3985	H?
4	credito_financeiro+desmatamento_clima+mineracao_energia+trabalho_empresa	3985	
4	credito_financeiro+desmatamento_clima+mineracao_energia+transferencia_renda	3985	
4	credito_financeiro+desmatamento_clima+mineracao_energia+vigilancia_sinan	3985	
4	credito_financeiro+educacao+fiscal_municipal+mineracao_energia	3985	
4	credito_financeiro+educacao+fiscalizacao_ambiental+mineracao_energia	3985	
4	credito_financeiro+educacao+fundiario+mineracao_energia	3985	
4	credito_financeiro+educacao+mineracao_energia+mobilidade	3985	
4	credito_financeiro+educacao+mineracao_energia+mortalidade	3985	
4	credito_financeiro+educacao+mineracao_energia+natalidade	3985	
4	credito_financeiro+educacao+mineracao_energia+politica	3985	
4	credito_financeiro+educacao+mineracao_energia+saneamento_agua	3985	
4	credito_financeiro+educacao+mineracao_energia+saude_producao	3985	
4	credito_financeiro+educacao+mineracao_energia+trabalho_empresa	3985	
4	credito_financeiro+educacao+mineracao_energia+transferencia_renda	3985	
4	credito_financeiro+educacao+mineracao_energia+vigilancia_sinan	3985	
4	credito_financeiro+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	3985	
4	credito_financeiro+fiscal_municipal+fundiario+mineracao_energia	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+mobilidade	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+mortalidade	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+natalidade	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+politica	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+saneamento_agua	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+saude_producao	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+trabalho_empresa	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+transferencia_renda	3985	
4	credito_financeiro+fiscal_municipal+mineracao_energia+vigilancia_sinan	3985	
4	credito_financeiro+fiscalizacao_ambiental+fundiario+mineracao_energia	3985	H?
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+mobilidade	3985	
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+mortalidade	3985	
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+natalidade	3985	
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+politica	3985	
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+saneamento_agua	3985	
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+saude_producao	3985	H?
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	3985	
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	3985	
4	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	3985	
4	credito_financeiro+fundiario+mineracao_energia+mobilidade	3985	
4	credito_financeiro+fundiario+mineracao_energia+mortalidade	3985	
4	credito_financeiro+fundiario+mineracao_energia+natalidade	3985	
4	credito_financeiro+fundiario+mineracao_energia+politica	3985	
4	credito_financeiro+fundiario+mineracao_energia+saneamento_agua	3985	
4	credito_financeiro+fundiario+mineracao_energia+saude_producao	3985	H?
4	credito_financeiro+fundiario+mineracao_energia+trabalho_empresa	3985	
4	credito_financeiro+fundiario+mineracao_energia+transferencia_renda	3985	
4	credito_financeiro+fundiario+mineracao_energia+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+mobilidade+mortalidade	3985	
4	credito_financeiro+mineracao_energia+mobilidade+natalidade	3985	
4	credito_financeiro+mineracao_energia+mobilidade+politica	3985	
4	credito_financeiro+mineracao_energia+mobilidade+saneamento_agua	3985	
4	credito_financeiro+mineracao_energia+mobilidade+saude_producao	3985	
4	credito_financeiro+mineracao_energia+mobilidade+trabalho_empresa	3985	
4	credito_financeiro+mineracao_energia+mobilidade+transferencia_renda	3985	
4	credito_financeiro+mineracao_energia+mobilidade+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+mortalidade+natalidade	3985	
4	credito_financeiro+mineracao_energia+mortalidade+politica	3985	
4	credito_financeiro+mineracao_energia+mortalidade+saneamento_agua	3985	
4	credito_financeiro+mineracao_energia+mortalidade+saude_producao	3985	
4	credito_financeiro+mineracao_energia+mortalidade+trabalho_empresa	3985	
4	credito_financeiro+mineracao_energia+mortalidade+transferencia_renda	3985	
4	credito_financeiro+mineracao_energia+mortalidade+vigilancia_sinan	3985	
4	credito_financeiro+mineracao_energia+natalidade+politica	3985	
4	credito_financeiro+mineracao_energia+natalidade+saneamento_agua	3985	
4	credito_financeiro+mineracao_energia+natalidade+saude_producao	3985	
4	credito_financeiro+mineracao_energia+natalidade+trabalho_empresa	3985	
